£Registo User Tracker Data;V3;Tese de Mestrado de Francisco Henriques Venda, 73839;Inicio de Registo : 25/07/2016, 16:04:30;Pasta Original : C:\Users\venda\Documents\GitHub\creepytracker\Recordings\;Nome Ficheiro Original : UTD_V3_20160725T160430.txt;Info complementar : EDITOR, Windows;£
«0_0.0085051_0.0413086_2016-07-25-16-04-30-016&-0,450|1,144|-0,032!-0,151|0,005|0,728|0,668!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«1_0.0180169_0.0095118_2016-07-25-16-04-30-025&-0,409|1,145|-0,063!-0,177|0,029|0,728|0,661!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«2_0.0801062_0.0620893_2016-07-25-16-04-30-087&-0,355|1,141|-0,103!-0,228|0,031|0,731|0,643!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«3_0.1110882_0.030982_2016-07-25-16-04-30-118&-0,346|1,141|-0,110!-0,239|0,039|0,729|0,641!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«4_0.1308747_0.0197865_2016-07-25-16-04-30-138&-0,314|1,137|-0,137!-0,245|0,053|0,731|0,634!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«5_0.154851_0.0239763_2016-07-25-16-04-30-162&-0,314|1,137|-0,137!-0,245|0,053|0,731|0,634!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«6_0.1803814_0.0255304_2016-07-25-16-04-30-187&-0,282|1,131|-0,162!-0,283|0,063|0,735|0,613!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«7_0.2054009_0.0250195_2016-07-25-16-04-30-212&-0,266|1,127|-0,174!-0,290|0,062|0,746|0,596!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«8_0.2294168_0.0240159_2016-07-25-16-04-30-236&-0,245|1,120|-0,191!-0,324|0,045|0,765|0,555!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«9_0.2550668_0.02565_2016-07-25-16-04-30-262&-0,231|1,116|-0,202!-0,339|0,038|0,775|0,532!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
«10_0.2800974_0.0250306_2016-07-25-16-04-30-287&-0,212|1,111|-0,219!0,382|-0,034|-0,789|-0,480!&$2#Sensor=TAVARES/UID=1/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=1.972:1.031:0.299/neck=1.949:0.964:0.28/spineShoulder=1.951:0.929:0.271/spineMid=1.951:0.82:0.239/spineBase=1.945:0.666:0.193/leftShoulder=1.885:0.861:0.173/leftElbow=1.939:0.736:0.094/leftWrist=1.933:0.603:0.071/leftHand=1.927:0.583:0.069/leftThumb=1.93:0.586:0.052/leftHandTip=1.936:0.56:0.061/leftHip=1.914:0.675:0.149/leftKnee=1.88:0.482:0.17/leftAnkle=2.036:0.376:0.13/leftFoot=1.943:0.374:0.15/rightShoulder=1.911:0.968:0.331/rightElbow=1.901:0.897:0.48/rightWrist=1.869:0.876:0.313/rightHand=1.829:0.853:0.212/rightThumb=1.793:0.83:0.224/rightHandTip=1.832:0.82:0.167/rightHip=1.924:0.661:0.216/rightKnee=1.888:0.423:0.157/rightAnkle=1.74:0.395:0.284/rightFoot=1.659:0.373:0.284#Sensor=MIRANDA/UID=2/HandLeftState=Null/HandLeftConfidence=Null/HandRightState=Null/HandRightConfidence=Null/head=2.284:1.144:1.35/neck=2.228:1.04:1.373/spineShoulder=2.215:0.968:1.364/spineMid=2.177:0.753:1.344/spineBase=2.134:0.466:1.332/leftShoulder=2.195:0.965:1.493/leftElbow=2.263:0.799:1.584/leftWrist=2.358:0.661:1.475/leftHand=2.358:0.642:1.421/leftThumb=2.395:0.635:1.479/leftHandTip=2.4:0.647:1.369/leftHip=2.099:0.494:1.423/leftKnee=2.27:0.644:1.73/leftAnkle=2.431:0.783:2.026/leftFoot=2.54:0.755:2.063/rightShoulder=2.246:0.867:1.198/rightElbow=2.329:1.018:1.416/rightWrist=2.256:0.984:1.647/rightHand=2.374:0.99:1.751/rightThumb=2.396:1.026:1.772/rightHandTip=2.366:0.978:1.754/rightHip=2.199:0.473:1.295/rightKnee=2.482:0.718:1.336/rightAnkle=2.761:0.953:1.358/rightFoot=2.856:0.915:1.407
